	Gene	IndModel.adj.pvals	IndModel.FC	Tissue
21952	SUDS3	0.003612467	-0.150092203	In
21953	ZNF439	0.003612467	0.045126864	In
21954	DFFA	0.003612519	-0.11835013	In
21955	NR1D2	0.003612519	-0.039784636	In
21956	STAMBP	0.003612891	-0.242944664	In
21957	HIPK4	0.003623992	-0.553720449	In
21958	WDR43	0.003642356	-0.149315893	In
21959	TROVE2	0.003653392	0.078838653	In
21960	NOL7	0.003653879	-0.11737889	In
21961	SPATA5	0.003681737	0.133662224	In
21962	ELK4	0.003693815	-0.352710168	In
21963	FGGY	0.003697791	-0.043087772	In
21964	RFX7	0.003697791	0.089014331	In
21965	FAM219A	0.003699034	-0.07820138	In
21966	RAB37	0.003699686	-0.067790687	In
21967	CTD-2561J22.3	0.003701843	0.001565994	In
21968	WDR73	0.003708463	-0.0245866	In
21969	LHFP	0.003710283	-0.179019666	In
21970	TOLLIP	0.003715334	0.073403912	In
21971	FADS1	0.003715334	-0.108486851	In
21972	SMCR8	0.003717338	-0.286622492	In
21973	NTN1	0.003723776	-0.223414604	In
21974	ABCG1	0.003734739	-0.151514316	In
21975	POLR2J	0.003735345	-0.198285996	In
21976	AGAP4	0.003740415	-0.050549468	In
21977	AP5Z1	0.003745118	-0.098314098	In
21978	CREBL2	0.003745118	-0.210411358	In
21979	OCRL	0.003750814	0.172421833	In
21980	JAK3	0.003750814	-0.451629899	In
21981	GOLGA8B	0.003756224	0.005443292	In
21982	ST8SIA1	0.003756785	0.09202485	In
21983	THTPA	0.003759176	-0.449615847	In
21984	LRRC16A	0.003762124	-0.004944599	In
21985	UHRF2	0.003782447	-5.81E-06	In
21986	SPHK2	0.003784585	-0.171752852	In
21987	KLHL14	0.003800785	-0.405198068	In
21988	POLR3K	0.00380436	-0.287630078	In
21989	MPP7	0.003810201	-0.068195458	In
21990	DIS3L	0.00381663	-0.222076914	In
21991	CUL2	0.003817873	-0.107735842	In
21992	MGST2	0.003823389	-0.033525768	In
21993	RAD52	0.003824697	-0.03651848	In
21994	VKORC1L1	0.003826564	0.08296444	In
21995	VRK1	0.003832273	0.008968449	In
21996	AMFR	0.003835798	0.034490592	In
21997	TNFRSF21	0.003838884	-0.271791977	In
21998	TMEM57	0.003846522	0.041183221	In
21999	MAP2K6	0.003854447	-0.189574677	In
22000	CEP290	0.003860348	0.132475265	In
22001	CD3EAP	0.003864117	-0.74025532	In
22002	MUM1	0.003869321	0.157177757	In
22003	RANBP9	0.003874657	0.093953066	In
22004	BSN	0.003874963	0.102739241	In
22005	WWC3	0.003892162	0.09671504	In
22006	ASB1	0.003893329	-0.753056433	In
22007	OFD1	0.003897681	0.012951785	In
22008	N4BP3	0.003901273	-0.545295623	In
22009	SCAMP5	0.003901273	0.193225979	In
22010	TSPAN2	0.003909712	-0.486890931	In
22011	DNAJC10	0.003930529	0.060899617	In
22012	MTRNR2L6	0.003930613	1.569962373	In
22013	IWS1	0.003943105	-0.014318222	In
22014	SH3BGRL	0.003945095	0.132196637	In
22015	SLC25A11	0.003945095	-0.035747786	In
22016	SAR1A	0.003949357	0.099186012	In
22017	NGEF	0.003949392	-0.067591766	In
22018	INTS1	0.00396015	0.129319975	In
22019	MAT2B	0.003960522	-0.207631039	In
22020	ARV1	0.00397234	-0.109963174	In
22021	TOR1B	0.003973013	0.024410563	In
22022	GDE1	0.003991947	0.011698887	In
22023	SRI	0.003999271	-0.136768571	In
22024	TMEM68	0.003999271	-0.156059477	In
22025	DCST2	0.004001318	-1.660697983	In
22026	YTHDC1	0.004004938	0.034655246	In
22027	MITD1	0.00400594	-0.056794399	In
22028	CCDC159	0.00400594	-0.054455513	In
22029	TMEM69	0.004009364	-0.072364987	In
22030	ABHD5	0.004017541	-0.069241324	In
22031	MUC12	0.004017911	-0.985895678	In
22032	CFAP20	0.004022149	-0.454850575	In
22033	PEBP4	0.004031847	-0.338042425	In
22034	ACTR3C	0.004031902	-0.253690436	In
22035	ARHGAP31	0.004033818	-0.145238093	In
22036	DNAJC18	0.004033818	-0.065423341	In
22037	MLLT1	0.004039509	-0.047490206	In
22038	FEZ2	0.004041367	0.043948883	In
22039	NGF	0.004042903	0.255015372	In
22040	EIF4A3	0.004042903	-0.0052216	In
22041	FBL	0.004047447	-0.433829992	In
22042	NENF	0.004058084	0.021103279	In
22043	TVP23A	0.004058084	0.020708231	In
22044	GABPB1	0.00406139	-0.019770899	In
22045	MTPN	0.004077054	0.13270064	In
22046	ACVR1B	0.00408553	0.122140173	In
22047	TTC27	0.004093697	-0.062008011	In
22048	ARID2	0.004093793	0.035170165	In
22049	SSPN	0.004108023	-0.010245517	In
22050	YY1	0.004108023	-0.021690933	In
22051	DRAM2	0.004117102	-0.252925823	In
22052	FAM185A	0.004126174	0.054762341	In
22053	PJA1	0.004131397	0.194842785	In
22054	ABCA2	0.00413549	0.06981995	In
22055	KCNC4	0.004140756	0.060995744	In
22056	PPIP5K2	0.004142642	0.212479375	In
22057	C12orf73	0.004147405	-0.299272253	In
22058	PRSS12	0.004151787	-0.156964692	In
22059	ST6GAL2	0.004154383	0.116593197	In
22060	CCDC173	0.004156757	0.045896316	In
22061	HMBS	0.004156757	-0.664696124	In
22062	ANAPC10	0.004156825	0.094563356	In
22063	SPDYE5	0.00416451	-0.309536288	In
22064	FAM193B	0.004166619	0.024403797	In
22065	ZNF75D	0.004179827	-0.222059029	In
22066	CDK5RAP3	0.004179827	-0.064070595	In
22067	GLT8D2	0.004197669	-0.268259263	In
22068	TLE2	0.004199086	0.139347316	In
22069	AKR1E2	0.004208372	-0.336943093	In
22070	SLC15A2	0.004216826	-0.371782515	In
22071	DDX26B	0.004216826	-0.199446505	In
22072	TPP2	0.004216826	0.143157515	In
22073	CDC73	0.004222761	0.035615925	In
22074	GRM4	0.004226448	-0.213824621	In
22075	ZNF629	0.004242554	-0.42939231	In
22076	GPR161	0.004244977	-0.236218738	In
22077	POLR1A	0.004250656	-0.370723499	In
22078	LEO1	0.004250656	0.015255802	In
22079	MOSPD3	0.00425174	-0.403387459	In
22080	ATL2	0.004269641	0.022437	In
22081	PCNT	0.004269641	0.137433085	In
22082	TMBIM6	0.004272373	0.183177856	In
22083	MRPL11	0.004274419	-0.690627617	In
22084	SENP8	0.004278483	-0.531563212	In
22085	THUMPD2	0.004289466	0.162835555	In
22086	ACAD9	0.004293168	-0.032725304	In
22087	IFNAR2	0.004303793	0.005176828	In
22088	ZNF766	0.004310751	-0.2446887	In
22089	RGPD8	0.004318093	-0.383844301	In
22090	AK3	0.004329554	0.073036782	In
22091	ZNF566	0.004339481	0.05943731	In
22092	TPPP3	0.004344128	-0.483320203	In
22093	IMPAD1	0.004346206	0.013359477	In
22094	DLG1	0.004351358	0.082472171	In
22095	PNPLA4	0.004351358	-0.264318927	In
22096	RPTOR	0.004352325	0.082859609	In
22097	MRPL50	0.004354038	-0.115318564	In
22098	GPATCH4	0.00435421	-0.348209428	In
22099	SNAP47	0.004371753	-0.090288451	In
22100	STX1B	0.004372192	0.059655529	In
22101	SERHL2	0.00437285	-0.295831639	In
22102	NTRK2	0.00437845	0.039022951	In
22103	HEBP1	0.004392255	-0.266252634	In
22104	FASTKD2	0.004397664	-0.39036029	In
22105	ZNF586	0.004397664	0.069331666	In
22106	CWF19L1	0.004398514	-0.22372466	In
22107	CLUL1	0.004401814	-0.916757303	In
22108	CWC22	0.004423177	-0.163583009	In
22109	SLX4	0.004423177	-0.134920336	In
22110	PHLDB2	0.004426199	-0.202993491	In
22111	GPANK1	0.00444353	-0.748122015	In
22112	SUGCT	0.004460481	-0.096139607	In
22113	HIP1	0.004473049	0.101778903	In
22114	DNAJC19	0.004475236	-0.251755204	In
22115	ZNF449	0.004491513	-0.099407274	In
22116	CPQ	0.00449373	0.158088227	In
22117	ZNF630	0.00449497	-0.338188659	In
22118	CYB561A3	0.00449497	-0.246296132	In
22119	SPTSSB	0.004496415	-0.217635871	In
22120	CCZ1	0.004499896	-0.179933259	In
22121	TRPC6	0.0045047	-0.235647718	In
22122	HSP90AB1	0.004505977	0.06958355	In
22123	RABGAP1L	0.004514724	0.057671928	In
22124	ZCCHC10	0.004521046	-0.198311607	In
22125	MARCH10	0.004525007	-1.116517604	In
22126	DNMT1	0.00453667	-0.090067478	In
22127	RSPH3	0.004544327	-0.176049268	In
22128	ZNF714	0.004545459	-0.13526048	In
22129	CAPZA2	0.004549888	0.019140546	In
22130	NOC2L	0.004557496	-0.02654987	In
22131	AZIN2	0.004578186	-0.167521259	In
22132	ATP8B2	0.004578186	0.060852731	In
22133	RP11-257K9.8	0.004579297	-1.137237919	In
22134	SQLE	0.004592127	-0.083959855	In
22135	LINC00116	0.004592659	-0.292507278	In
22136	SHOC2	0.004594764	0.231531117	In
22137	SLC35D1	0.004595542	-0.070185453	In
22138	MFSD1	0.004620681	-0.072448162	In
22139	RIC8A	0.004634259	-0.008171765	In
22140	ENPP2	0.004638808	-0.423170654	In
22141	ZNF720	0.004647187	-0.163005335	In
22142	EIF2S1	0.004654893	-0.086407268	In
22143	ABL1	0.004674759	0.207371482	In
22144	LDOC1	0.004675451	-0.106014176	In
22145	SMUG1	0.004680357	-0.208628135	In
22146	DENND4B	0.004692175	-0.081630684	In
22147	FOXK1	0.004692175	-0.049191528	In
22148	SLIT1	0.00470209	-0.013037166	In
22149	IPO5	0.004708588	0.021665361	In
22150	SEPT9	0.004708877	-0.057551595	In
22151	PLEKHA2	0.00471097	-0.15217571	In
22152	FBXW8	0.004715468	-0.147711298	In
22153	BICC1	0.004729149	0.035351935	In
22154	STX4	0.004738778	-0.557740652	In
22155	PFKFB4	0.004764451	-0.08481312	In
22156	STK10	0.004765876	-0.179706339	In
22157	ALG13	0.004785257	-0.050933204	In
22158	RPS17	0.004787097	-0.00112389	In
22159	NUDCD3	0.004789787	0.153925129	In
22160	SPG20	0.004789787	0.069068683	In
22161	UST	0.00479618	-0.068250547	In
22162	ALKBH3	0.00479618	0.053340387	In
22163	RAD17	0.004803918	-0.142103134	In
22164	DHTKD1	0.004807538	0.117745238	In
22165	GUSB	0.004809738	-0.190274611	In
22166	DROSHA	0.004814782	-0.057062421	In
22167	GFAP	0.004821762	2.30186262	In
22168	MBD2	0.004825156	0.092001058	In
22169	LRRC73	0.004827854	-0.329413211	In
22170	TSR1	0.004827854	-0.410650806	In
22171	CBARP	0.004827854	-0.145342759	In
22172	MRPL28	0.004846914	0.116269082	In
22173	PKD1L3	0.004850888	-0.626822833	In
22174	ANKRD13D	0.00486331	-0.077609443	In
22175	INSR	0.004870644	0.2409117	In
22176	KDR	0.00487418	-1.657342301	In
22177	QSER1	0.004874576	0.218371702	In
22178	FBXO3	0.004874576	-0.116677004	In
22179	WWP2	0.004880905	-0.074973606	In
22180	LSM11	0.004885174	-0.323468051	In
22181	CMAS	0.004891515	-0.103437106	In
22182	ZNF652	0.004904416	0.128955945	In
22183	UBE2D1	0.004905169	0.02187755	In
22184	SWT1	0.004911801	0.109721232	In
22185	RAB40C	0.004913984	0.047923336	In
22186	STK38L	0.004930803	0.19781714	In
22187	TMED9	0.004932677	-0.328440105	In
22188	RP11-514O12.4	0.004932677	-0.261216849	In
22189	NUP85	0.004939057	-0.261076569	In
22190	RASGEF1C	0.004945017	0.080682022	In
22191	TXNL1	0.004948767	0.009251158	In
22192	HDAC7	0.004949958	-0.206523259	In
22193	FAM136A	0.004970522	-0.206548432	In
22194	GGA2	0.004984047	0.147084746	In
22195	ZNF341	0.005017994	-0.065867353	In
22196	ZHX3	0.005020978	0.192155726	In
22197	SYMPK	0.005027429	0.107929141	In
22198	KARS	0.005042627	-0.233020674	In
22199	WRAP73	0.005048966	-0.530707551	In
22200	METTL4	0.005062481	-0.553002443	In
22201	PPP1CA	0.00507469	0.01482421	In
22202	NAGK	0.005079899	-0.014108419	In
22203	ERCC3	0.005097085	-0.095350929	In
22204	ING2	0.005097085	-0.413430693	In
22205	EEF2	0.005116629	0.035615317	In
22206	LYSMD2	0.005120198	0.049892213	In
22207	DNAJB11	0.005134431	-0.346902377	In
22208	U2AF2	0.005134431	-0.315652156	In
22209	KLF7	0.005167493	0.233014457	In
22210	CA3	0.005172566	0.050604386	In
22211	SNX24	0.005184067	0.054845201	In
22212	LRRC41	0.005200095	0.139195454	In
22213	MRPL33	0.005212936	-0.190498632	In
22214	CTTNBP2NL	0.005217185	0.074729567	In
22215	FUCA2	0.005221542	-0.58845052	In
22216	ZDHHC4	0.005221542	-0.311447726	In
22217	PHF11	0.005228803	-0.176170406	In
22218	SNRPE	0.005232267	-0.268864458	In
22219	NUMBL	0.005235114	-0.09125701	In
22220	PRDX3	0.005236721	-0.182907351	In
22221	FAM216A	0.005238685	0.040067362	In
22222	SH3BGR	0.005259469	-0.74614095	In
22223	DIAPH1	0.005263968	-0.005636702	In
22224	FBXO34	0.005284905	0.039916579	In
22225	HIPK2	0.005308994	0.121002283	In
22226	IDH3G	0.005323398	-0.050099719	In
22227	KBTBD6	0.005340799	0.123072765	In
22228	ZNF568	0.005340799	-0.03848428	In
22229	PLCL1	0.005349981	0.019140803	In
22230	SLC16A2	0.005352143	-0.48342137	In
22231	FAM21C	0.005352582	-0.14379765	In
22232	PPME1	0.005355874	0.044771045	In
22233	ZADH2	0.005357606	-0.068365337	In
22234	TMCO4	0.005361362	-0.410255411	In
22235	PPP1R14C	0.005363211	-0.218884313	In
22236	XBP1	0.005365707	-0.433117441	In
22237	NTNG1	0.005390312	0.106546817	In
22238	ALKBH1	0.00539086	0.021161059	In
22239	FAM43A	0.005402413	-0.122694423	In
22240	KLHL15	0.005404688	-0.087298487	In
22241	SNF8	0.005404688	-0.197287949	In
22242	C6orf106	0.00541404	0.151560614	In
22243	ATP8B4	0.005417274	0.006884782	In
22244	DNAJB12	0.005420963	-0.207356117	In
22245	B3GALT2	0.005428202	0.076802557	In
22246	LAPTM4A	0.005428202	-0.246452365	In
22247	SPG21	0.005428202	-0.046227751	In
22248	FZD3	0.005430643	0.114297441	In
22249	THAP7	0.005432892	0.07837624	In
22250	CDV3	0.005461276	-0.209785189	In
22251	CTNNBL1	0.005461276	-0.118435354	In
22252	KCNQ1	0.005463504	-0.394855826	In
22253	NMT2	0.005464867	-0.008686031	In
22254	ZNF830	0.005511682	-0.670335739	In
22255	HNRNPH3	0.005517348	-0.088174274	In
22256	MAATS1	0.005525548	-0.063320176	In
22257	MKL1	0.005527622	0.177306569	In
22258	HIVEP1	0.005534376	-0.143853642	In
22259	RAMP2	0.005541794	-1.062115736	In
22260	DEPTOR	0.005550241	0.04729153	In
22261	C12orf65	0.005561355	-0.13549125	In
22262	SHFM1	0.005561676	0.144564683	In
22263	TRAF5	0.005566012	-0.171667124	In
22264	ASB7	0.005574042	0.028191184	In
22265	TMEM263	0.005580971	-0.054492915	In
22266	HIF1AN	0.00558121	-0.281027266	In
22267	ERO1A	0.00558249	-0.056777051	In
22268	FAM19A1	0.005594338	0.006618137	In
22269	TANGO2	0.005595007	-0.053468446	In
22270	UBE2A	0.005613023	-0.550448463	In
22271	METTL21A	0.005633417	0.108854785	In
22272	KLF8	0.005638201	-0.46389358	In
22273	COX11	0.005642394	-0.10669852	In
22274	OXLD1	0.005649526	-0.084047671	In
22275	EP400NL	0.005652338	-0.055243145	In
22276	LRRC2	0.005659766	-0.318576756	In
22277	PEX11B	0.005668039	-0.134870423	In
22278	CNIH4	0.005668039	-0.115051941	In
22279	ZNF510	0.005676572	-0.364349325	In
22280	ESF1	0.005697163	0.196422624	In
22281	PARD6B	0.005697163	-0.114328699	In
22282	C1QTNF2	0.005715975	-0.391247621	In
22283	ZNF66	0.00572636	-0.511144314	In
22284	PDPN	0.005729896	-0.79535836	In
22285	CLNK	0.005730934	-0.687348734	In
22286	PPIL3	0.005733446	-0.31451366	In
22287	CCDC124	0.005736299	0.016790092	In
22288	CHPF	0.005745443	0.093083079	In
22289	CHRNB2	0.00575331	0.004720872	In
22290	PDIA6	0.00575331	-0.049351265	In
22291	RAB27B	0.005768543	-0.03139566	In
22292	ATP1A3	0.005784984	0.110145917	In
22293	GALM	0.005791798	-0.492279146	In
22294	RP11-314N13.10	0.005803337	-0.095319602	In
22295	ETV3	0.005807778	-0.740341308	In
22296	APPL1	0.005827191	0.004758694	In
22297	SYNGR3	0.005833771	0.082371283	In
22298	ZDHHC3	0.005834888	-0.035649713	In
22299	FZD9	0.005834888	-2.521655534	In
22300	LINC01420	0.005838258	0.150394442	In
22301	GPR146	0.005850985	-0.797923316	In
22302	DMTN	0.005850985	0.142308471	In
22303	MYRFL	0.005855793	-0.030753129	In
22304	EXOC3	0.005871683	0.001054465	In
22305	EPS8	0.005871683	-0.063084805	In
22306	ARSG	0.00587667	-0.066727413	In
22307	CBR1	0.00587667	-0.370661226	In
22308	TMEM167B	0.005888494	-0.025475916	In
22309	BOLA3	0.005889701	-0.368927426	In
22310	ING5	0.005909955	0.15393082	In
22311	SLC39A6	0.005930315	-0.030249601	In
22312	AIFM1	0.005932031	-0.101182031	In
22313	ACER2	0.005959453	-0.03017599	In
22314	CDK6	0.005974283	-0.103057068	In
22315	CYP2U1	0.005979236	0.013746138	In
22316	CTNNB1	0.005982826	0.099709496	In
22317	ANP32E	0.005983201	-0.16929439	In
22318	MTURN	0.005990676	0.047655549	In
22319	PIANP	0.005990676	0.026964368	In
22320	CCDC64	0.005990676	0.076646894	In
22321	C14orf166	0.005990676	-0.157498087	In
22322	STRA13	0.005990676	-0.09831173	In
22323	RAP2C	0.006000321	-0.517690758	In
22324	TTI1	0.006011259	-0.410118155	In
22325	CCDC84	0.006014165	0.08325788	In
22326	GDAP2	0.006029342	-0.046766405	In
22327	ELOVL7	0.006029342	-0.121749258	In
22328	EMC7	0.006029342	-0.139642422	In
22329	RNF103-CHMP3	0.006032716	-0.031431459	In
22330	HDAC11	0.006043952	0.082648063	In
22331	UNC5C	0.006043952	0.073751555	In
22332	SEPSECS	0.006046915	-0.63984909	In
22333	NUCB2	0.006048323	-0.042302724	In
22334	TOB1	0.006048323	0.096829781	In
22335	SRD5A1	0.006065681	-0.132855846	In
22336	C1GALT1	0.006069756	-0.031683137	In
22337	ZNF699	0.006070225	-0.61744073	In
22338	SLC16A7	0.00608867	0.012195685	In
22339	FAM73B	0.006092002	0.008022684	In
22340	TMEM41A	0.006104241	-0.325201389	In
22341	COL4A3BP	0.006110692	0.103919875	In
22342	DLAT	0.0061154	-0.177581805	In
22343	NKAP	0.006118373	-0.092299229	In
22344	CFAP69	0.006120166	-0.0707883	In
22345	POLR3C	0.006140984	-0.158225699	In
22346	SMIM13	0.006141075	0.177978847	In
22347	LAS1L	0.006152731	0.011779234	In
22348	DNAAF2	0.006154843	-0.246427929	In
22349	LRCH4	0.006161725	0.098894205	In
22350	RAB11FIP3	0.006173156	0.199372034	In
22351	B4GALT7	0.006179753	-0.434679676	In
22352	TPRG1L	0.006184318	-0.102751324	In
22353	PELI1	0.006189013	-0.021330585	In
22354	B4GALT5	0.006192195	0.124068098	In
22355	ZNF385D	0.006204905	0.039876535	In
22356	FAM114A2	0.006204905	-0.433116664	In
22357	PDZRN4	0.006206435	-0.181795686	In
22358	PCDH17	0.006207016	0.041071282	In
22359	RSPO3	0.006218949	-0.474825386	In
22360	SFSWAP	0.006231577	0.074590668	In
22361	NKRF	0.006242953	-0.251631099	In
22362	MADD	0.006242953	0.003354507	In
22363	PIPOX	0.006242953	-0.984089614	In
22364	FAM84A	0.006254667	-0.015603443	In
22365	TIMM10	0.006255832	-0.410835032	In
22366	FAM129A	0.006263611	-0.135529927	In
22367	ZDHHC17	0.006270606	0.027343764	In
22368	ACOX1	0.006270606	-0.136802355	In
22369	CELF4	0.006272662	0.105874575	In
22370	DGCR2	0.006272662	0.067050892	In
22371	SEMA3C	0.006277566	-0.280866082	In
22372	ANXA11	0.00627904	-0.121005697	In
22373	SF3B1	0.006286145	0.116884859	In
22374	PSMG3	0.00629043	-0.321188777	In
22375	NCOR2	0.006293051	0.083181281	In
22376	ANKRD20A4	0.006302708	0.197958778	In
22377	TCP11L2	0.006302708	-0.344500835	In
22378	CES2	0.006304946	-0.232752579	In
22379	KRT10	0.006306259	0.038011118	In
22380	ADD2	0.006316198	0.245975156	In
22381	SV2B	0.006324958	-0.212186128	In
22382	ITGA1	0.006325139	-0.334680783	In
22383	RP11-195F19.5	0.006325656	-0.111981505	In
22384	AGAP2	0.006327136	-0.003111266	In
22385	PNMA1	0.006331256	-0.090114047	In
22386	PAIP2B	0.00633639	-0.426270304	In
22387	SCCPDH	0.006350538	-0.090511474	In
22388	MPLKIP	0.006350538	-0.241518621	In
22389	PER2	0.006372711	-0.124232251	In
22390	SAC3D1	0.006405654	-0.14213794	In
22391	VCPKMT	0.00640587	-0.335474234	In
22392	ZNFX1	0.00640587	-0.16316639	In
22393	PTP4A1	0.006409153	-0.123803835	In
22394	PNRC1	0.006417474	-0.232852839	In
22395	SLC31A1	0.006417598	-0.37576551	In
22396	LBH	0.006423684	0.019189332	In
22397	DLEU7	0.00643422	0.084903151	In
22398	RP11-231C18.3	0.006434672	-0.272297617	In
22399	CCNH	0.00644132	-0.092869958	In
22400	DTYMK	0.006446375	-0.074590637	In
22401	SF3A3	0.006449058	0.00107371	In
22402	UXT	0.006455717	-0.004665061	In
22403	ORAI2	0.00645879	-0.162438295	In
22404	PANK1	0.006461302	-0.174465365	In
22405	CPSF3	0.006461524	-0.213021969	In
22406	AOAH	0.006470061	-0.434514465	In
22407	RMDN1	0.006490812	0.02889427	In
22408	SAE1	0.006490812	0.055790087	In
22409	PLEKHM1	0.006495467	-0.058953281	In
22410	TALDO1	0.006498338	0.053396599	In
22411	NR2F2	0.006522031	-0.159810302	In
22412	WFDC2	0.006527122	-0.325849248	In
22413	RP11-111H13.1	0.006528162	0.036970543	In
22414	ZNF48	0.006537178	-0.022553549	In
22415	THBS2	0.006537304	-0.648696657	In
22416	NRP1	0.006540959	-0.281896537	In
22417	GNAI3	0.00654459	0.003431621	In
22418	PSME2	0.006545699	-0.985077196	In
22419	INPP5A	0.006553033	0.194703483	In
22420	IRF3	0.00656603	-0.113354838	In
22421	HSD11B1	0.006568441	-1.121518007	In
22422	ATP6V0D1	0.006568441	0.155558511	In
22423	THAP4	0.006569059	-0.299672822	In
22424	BASP1	0.006575057	0.085159749	In
22425	MKRN2	0.006575464	-0.079370201	In
22426	KBTBD12	0.006575464	0.078378679	In
22427	ACBD5	0.006586155	0.028844453	In
22428	MRPL46	0.006590243	-0.44311801	In
22429	PDLIM3	0.006603326	-0.539615751	In
22430	TMEM217	0.006608439	-0.526322491	In
22431	ZNF736	0.006625696	-0.005778931	In
22432	VLDLR	0.006646219	0.081102738	In
22433	PRRC2B	0.006657106	0.218087488	In
22434	BFAR	0.006678455	-0.337502597	In
22435	SELO	0.006678455	0.025531859	In
22436	SLC35F4	0.006682649	0.098154732	In
22437	RP11-403P17.5	0.006682649	-0.428743946	In
22438	NR3C2	0.006695249	0.134398333	In
22439	SPTLC1	0.006699688	-0.133887263	In
22440	NHLRC2	0.006700302	-0.012282645	In
22441	LYRM7	0.006720346	0.076016396	In
22442	ARFRP1	0.006733551	-0.098185246	In
22443	A1CF	0.006733822	3.725073494	In
22444	MTHFD1	0.006740852	-0.123634308	In
22445	NDEL1	0.006753275	0.006188106	In
22446	NCOA1	0.006754221	0.07608714	In
22447	COL16A1	0.006755419	-0.034899301	In
22448	PWWP2A	0.006755437	-0.106610689	In
22449	INADL	0.00675948	0.042252563	In
22450	DFNB59	0.006762949	-0.106661455	In
22451	KRR1	0.006763781	-0.00522127	In
22452	PTPDC1	0.006766599	-0.236361173	In
22453	GALT	0.006788047	-0.535882091	In
22454	ANAPC1	0.006807075	-0.15623987	In
22455	ZNRD1	0.006813827	-0.500954071	In
22456	RANBP10	0.006813827	0.013232322	In
22457	OARD1	0.006819041	-0.214585414	In
22458	FAM161A	0.006831205	-0.011015434	In
22459	GDAP1L1	0.006842776	0.039280434	In
22460	MED12L	0.006854938	0.185838902	In
22461	SDF2	0.006856478	-0.249867684	In
22462	PDCD6	0.006863439	-0.115637275	In
22463	MED11	0.006867105	-0.206712384	In
22464	UGCG	0.006895139	-0.050985055	In
22465	TUBGCP4	0.00689552	-0.174326116	In
22466	SLC7A6OS	0.006901952	-0.117380181	In
22467	NAA16	0.006904437	0.010248516	In
22468	CRIP2	0.006909639	0.301651508	In
22469	CD300A	0.006917368	-5.53311643	In
22470	FGF11	0.006918778	-4.568415734	In
22471	YKT6	0.006921473	-0.093669241	In
22472	FAM3A	0.006924154	-0.326786346	In
22473	CMTM5	0.00692835	-4.077072703	In
22474	COA1	0.006936548	0.09444452	In
22475	TTLL1	0.006940535	-0.078500943	In
22476	SIGMAR1	0.006942437	0.02588728	In
22477	RAB10	0.006953031	0.14631319	In
22478	DYNLRB2	0.006957392	-1.000295854	In
22479	AAMP	0.006961068	-0.290252547	In
22480	ADRM1	0.006961068	0.231860303	In
22481	TRIP4	0.006982376	0.064369136	In
22482	SPCS3	0.006999032	-0.040850507	In
22483	DOPEY2	0.00700478	0.151008104	In
22484	ZNF287	0.007008607	-0.490068359	In
22485	SLC29A4	0.007008812	0.149153085	In
22486	TMEM11	0.007040413	-0.295816598	In
22487	GOLGB1	0.007042932	0.075976054	In
22488	TMEM134	0.007044639	-0.116447776	In
22489	DNAJA3	0.007096498	-0.253463155	In
